	Yes. Reach out to v@buterin.com anytime.	VitalikButerin	9	1	1490867975	847387823388868608	https://twitter.com/VitalikButerin/status/847387823388868608			@buterin
	For those of you who missed the CHYP Webinar “PSD2, XS2A and SCA threats and opportunities” here’s the videohttps://www.youtube.com/watch?v=k8QWhHH4PFQ …	dgwbirch	9	7	1490867948	847387710348120064	https://twitter.com/dgwbirch/status/847387710348120064			
	you’ve got a day left to use my secret code to get a discount for Money2020pic.twitter.com/jKK31VesNn	dgwbirch	5	1	1490866991	847383695757459457	https://twitter.com/dgwbirch/status/847383695757459457			
	The plan was always on-chain for everything except sub-penny micropayments.https://twitter.com/charlieshrem/status/847113098712530945 …	gavinandresen	271	110	1490874632	847415746795667456	https://twitter.com/gavinandresen/status/847415746795667456			
	... where we will discuss token-based models and opportunities.	wmougayar	1	0	1490902829	847534013392801792	https://twitter.com/wmougayar/status/847534013392801792			
	+1	wmougayar	1	0	1490826316	847213092756836352	https://twitter.com/wmougayar/status/847213092756836352			
	Sweden Moves to Next Stage With Blockchain Land Registry Cc @ dgwbirch http://bit.ly/2njb0bi  via @ CoinDesk	sytaylor	10	7	1490896048	847505569451655168	https://twitter.com/sytaylor/status/847505569451655168			@ @
	the best guy for this is @ ARKblockchain	sytaylor	1	0	1490880517	847440427682680832	https://twitter.com/sytaylor/status/847440427682680832			@
	Economic Forum Highlights China's Rise in Blockchain R&#038;D http://bit.ly/2niTTav  via @ CoinDesk	sytaylor	1	0	1490861472	847360549302091778	https://twitter.com/sytaylor/status/847360549302091778		#038	@
	#395 – 90-Tage-Game-Plan TAG 81 – SEKUNDÄRE PROBLEME http://www.i-unlimited.de/tab/395	julianhosp	0	0	1490846452	847297548251389953	https://twitter.com/julianhosp/status/847297548251389953		#395	
	#395 – 90-day-game-plan DAY 81 – BLAMING SECONDARY PROBLEMS http://dab.25stories.org/395	julianhosp	0	0	1490824881	847207075872747520	https://twitter.com/julianhosp/status/847207075872747520		#395	
	Another perspective:https://www.theguardian.com/film/2017/mar/30/raw-director-julia-ducournau-cannibalism-is-part-of-humanity?CMP=twt_gu …	mikejcasey	0	0	1490894428	847498773789982724	https://twitter.com/mikejcasey/status/847498773789982724			
	Yes, dispassionate engagement is best, but tribalism runs deep in human DNA. Getting people to overcome that instinct is hardest challenge.https://twitter.com/el33th4xor/status/847490054532382721 …	mikejcasey	2	2	1490894227	847497934463655936	https://twitter.com/mikejcasey/status/847497934463655936			
	Read @ Accenture's report The Rise of # InsurTech [pdf] http://www.fintechinnovationlablondon.co.uk/pdf/The-Rise-of-InsurTech.pdf … # AI # IoT # bigdata # fintech # banking # VC # venturecapitalpic.twitter.com/0URpVpfADB	AntonioSelas	71	56	1490907953	847555505161678850	https://twitter.com/AntonioSelas/status/847555505161678850		# # # # # # # #	@
	banks could still use crypto as a token, right?	AntonioSelas	0	0	1490897264	847510671986249730	https://twitter.com/AntonioSelas/status/847510671986249730			
	agree! IMHO @ _JohnWhelan was here a bit contradictory. He said goods can b tokenized & banks will use tokens (& not crypto?).Weard	AntonioSelas	2	0	1490892410	847490310305230848	https://twitter.com/AntonioSelas/status/847490310305230848			@
	. @ _JohnWhelan: banks won't use # crytpcurrency since are impossible to account in a balance I don't see d point. cryptocurrency has a valuehttps://twitter.com/antonioselas/status/847460567556218880 …	AntonioSelas	3	7	1490887509	847469755799752704	https://twitter.com/AntonioSelas/status/847469755799752704		#	@
	". @ _JohnWhelan defines # SmartContracts as ""programmability attached value""https://twitter.com/antonioselas/status/847460567556218880 …"	AntonioSelas	1	1	1490885614	847461805999837184	https://twitter.com/AntonioSelas/status/847461805999837184		#	@
	Great pannel today on # blockchain today with @ _JohnWhelan & @ gotoalberto_en moderated by @ joobid, organised by @ adigital_orgpic.twitter.com/DLoNR6NisP	AntonioSelas	3	2	1490885319	847460567556218880	https://twitter.com/AntonioSelas/status/847460567556218880		#	@ @ @ @
	IAG reports progress around # predictiveanalytics, # IoT and # blockchain as part of Hangar 51 programme http://www.futuretravelexperience.com/2017/03/start-ups-reveal-progress-following-iags-10-week-hangar-51-accelerator-programme/ … # fintech # DLTpic.twitter.com/RXcpVPvwIE	AntonioSelas	5	4	1490882274	847447797150253057	https://twitter.com/AntonioSelas/status/847447797150253057		# # # # #	
	. @ IBM Develops # Blockchain Platform to Fight Carbon Emissions in # China @ IBMBlockchain https://www.cryptocoinsnews.com/ibm-develops-blockchain-platform-to-fight-carbon-emissions-in-china/ … # DLT # fintech # insurtechpic.twitter.com/vOURQIFkdR	AntonioSelas	15	15	1490876480	847423497131315200	https://twitter.com/AntonioSelas/status/847423497131315200		# # # # #	@ @
	you are doing the right thing	AntonioSelas	0	0	1490867578	847386156551421952	https://twitter.com/AntonioSelas/status/847386156551421952			
	personal data is a big issue, but it has its own regulation. Using PD with no control will be a problem	AntonioSelas	0	0	1490867533	847385967669297152	https://twitter.com/AntonioSelas/status/847385967669297152			
	# Blockchain Tech Can Resolve Security Concerns with # IoT https://www.cryptocoinsnews.com/blockchain-tech-can-resolve-internet-things-security-concerns/ … # fintech # insurtechpic.twitter.com/PSrNMpgzNI	AntonioSelas	31	29	1490859407	847351885950459910	https://twitter.com/AntonioSelas/status/847351885950459910		# # # #	
	Good read # OpenSource Data:The Last Frontier of the # FintechRevolution # fintech # insurtech # finserv # bankingtech https://www.crowdfundinsider.com/2017/03/97866-open-source-datathe-last-frontier-fintech-revolution/ …pic.twitter.com/2Giald1LQE	AntonioSelas	20	22	1490855181	847334160196714498	https://twitter.com/AntonioSelas/status/847334160196714498		# # # # # #	
	‘You are all liars’: Toshiba shareholders vent after Westinghouse bankruptcyhttps://www.wsj.com/articles/you-are-all-liars-toshiba-shareholders-vent-after-westinghouse-bankruptcy-1490856441 …	mochi_wsj	11	10	1490858951	847349973192556545	https://twitter.com/mochi_wsj/status/847349973192556545			
	東芝株主様。「リーディング・イノベーション？私に言わせればリーディング・嘘ベーションだ。嘘で塗り固めて。恥を知れ。信用が取れないような会社だ。幹部はクズだ。みんな入れ替えた方がいい。」	mochi_wsj	100	141	1490845458	847293379549446145	https://twitter.com/mochi_wsj/status/847293379549446145			
	超お怒りの株主様。「開いた口が塞がらないですよ。この失態。もう世界じゅうの笑いものですよ。去年はシャープで、もう日本の製造業はどうなっているんですか。シャープのほうがまだましですよ」。かなりお怒りです。	mochi_wsj	65	86	1490844974	847291349069996034	https://twitter.com/mochi_wsj/status/847291349069996034			
	Famitsu estimates 79,493 units of Nintendo Switch sold in Japan from March 20 to March 26. Total since March 3 launch is now 524,371 units.	mochi_wsj	43	25	1490844280	847288438621487106	https://twitter.com/mochi_wsj/status/847288438621487106			
	ファミ通調べ。発売日から3月26日までの日本におけるニンテンドースイッチ販売推計は524,371台。ちなみに3月20日からの一週間の推計は79,493台。	mochi_wsj	21	36	1490844165	847287958017159170	https://twitter.com/mochi_wsj/status/847287958017159170			
	元東芝社員で現株主様。「情けない。社長、あなたには社員の声がしっかりと届いていますか。役員全員の辞任を求めます！」	mochi_wsj	23	35	1490843930	847286970262749187	https://twitter.com/mochi_wsj/status/847286970262749187			
	東芝の株主様。「日本の国が借金漬けだなんてうそっぱちだ！日本はアメリカより金を持っている！借金をしているのは誰だ！政府だ！誰から借りているのか。国民だ！それを国民一人あたりの借金だなんて。そんなことを言う人間がいる限り日本は良くならないぞっ」と。こちらは東芝の臨時株主総会です。	mochi_wsj	332	422	1490842024	847278978272444416	https://twitter.com/mochi_wsj/status/847278978272444416			
	ええ、いろいろ。	mochi_wsj	0	0	1490841831	847278168276746240	https://twitter.com/mochi_wsj/status/847278168276746240			
	東芝社外取締役の小林さん。「ロデリックってのは、我々1,2度しかあったことがないのでよくわからなかったのだけども、まあ、志賀さんの監督のもとで…（以下略）」よくわからなかった、って（汗	mochi_wsj	15	25	1490841749	847277821986717700	https://twitter.com/mochi_wsj/status/847277821986717700			
	東芝の綱川さん「株主様」を「お客様」と呼び間違える。一方、社外取締役で指名委員会・委員長の小林さんは志賀さんを残した判断について「彼の知見が必要だった」と。	mochi_wsj	17	18	1490841648	847277399284764673	https://twitter.com/mochi_wsj/status/847277399284764673			
	長く東芝に努めていたことがある株主様。志賀さんを残したのはなぜか。志賀さんを残すことを強く推したという社外取締役の小林さんに今あらためて意見を聞きたい。	mochi_wsj	17	17	1490841423	847276454773637122	https://twitter.com/mochi_wsj/status/847276454773637122			
	激おこの株主様「（株主総会における）議長（＝綱川さん）の解任を求めます！」と。皆様質問が1人1問、2分までというのが許せないみたい。	mochi_wsj	26	38	1490841109	847275138366058497	https://twitter.com/mochi_wsj/status/847275138366058497			
	株主様。「名門東芝が破綻しているんだよっ」と。名門。名門ですか。	mochi_wsj	24	28	1490840751	847273636352278528	https://twitter.com/mochi_wsj/status/847273636352278528			
	東芝の株主様。社会インフラに注力していくと言っているが東芝に規模で遥かに勝る競合がいるなか活路が見えないのではないか、と。原発ビジネスを中国やインドと一緒にやってくれ、と。それしか東芝の未来はない、と。	mochi_wsj	22	23	1490840493	847272556801302530	https://twitter.com/mochi_wsj/status/847272556801302530			
	東芝の株主様、サザエさんの質問をしてください。	mochi_wsj	54	56	1490840290	847271704619401220	https://twitter.com/mochi_wsj/status/847271704619401220			
	とりあえず社長の名前は「つなかわ」さんで、「あみかわ」さんではない。	mochi_wsj	16	13	1490839940	847270236382351360	https://twitter.com/mochi_wsj/status/847270236382351360			
	まさに。	mochi_wsj	0	0	1490839881	847269988234805248	https://twitter.com/mochi_wsj/status/847269988234805248			
	東芝の株主さまが激おこ。「質問は1人1問2分以内なんて、そんなのあるかよ！」と叫んだかと思えば「上の言うことには法律違反でも逆らえない風土。見せしめとして仕事を奪い、1日中反省文を書かせて」と泣きながら、でも怒りを込めて、などなど。荒れております。引き続き。	mochi_wsj	259	399	1490839824	847269751701118976	https://twitter.com/mochi_wsj/status/847269751701118976			
	へえ。コラボしたら結構弾けるかもしれませんね。NHKのニュースでも「DJコー」と書いていましたし。やってくれないかなぁ。https://twitter.com/june_ya/status/847268314283823104 …	mochi_wsj	2	0	1490839585	847268745290461188	https://twitter.com/mochi_wsj/status/847268745290461188			
	東芝の株主総会、質疑応答中。なかなか荒れております。	mochi_wsj	20	36	1490839419	847268049136697344	https://twitter.com/mochi_wsj/status/847268049136697344			
	素晴らしい。https://twitter.com/june_ya/status/847267784874631171 …	mochi_wsj	6	2	1490839415	847268035308081153	https://twitter.com/mochi_wsj/status/847268035308081153			
	私、そっちのこと知っていたらそちらに伺っていたかも。あとで広報さんにリストに入れてもらうようお願いしなければ。	mochi_wsj	0	0	1490836376	847255287480307712	https://twitter.com/mochi_wsj/status/847255287480307712			
	そっち！	mochi_wsj	0	0	1490835948	847253492695678977	https://twitter.com/mochi_wsj/status/847253492695678977			
	東芝株主総会。志賀さんは「健康上の理由により」欠席。	mochi_wsj	12	12	1490835675	847252346031624192	https://twitter.com/mochi_wsj/status/847252346031624192			
	東芝に原子炉2基の完成求める＝米電力会社http://jp.wsj.com/articles/SB11544582112532543405504583052620136667346 …	mochi_wsj	5	2	1490834049	847245527263584256	https://twitter.com/mochi_wsj/status/847245527263584256			
	いやはや。なんともなんともですね。	mochi_wsj	1	0	1490833119	847241628150489088	https://twitter.com/mochi_wsj/status/847241628150489088			
	DJコー部長…（いや、正しいんだけども）https://twitter.com/nhk_news/status/847192394587979776 …	mochi_wsj	3	0	1490832694	847239843788709893	https://twitter.com/mochi_wsj/status/847239843788709893			
	海浜幕張へ。いつにも増して気が重い。	mochi_wsj	1	1	1490832563	847239294842306560	https://twitter.com/mochi_wsj/status/847239294842306560			
	Toshiba’s Westinghouse Electric files for bankruptcy protectionhttps://www.wsj.com/articles/toshibas-westinghouse-electric-files-for-bankruptcy-protection-1490771532 …	mochi_wsj	4	1	1490825698	847210500551081985	https://twitter.com/mochi_wsj/status/847210500551081985			
bitcoin 	Bitcoin Hashrate Remains Strong at 3,576,533,297 GH/s; Difficulty Adjusts to 499,635,929,817 (+5.03%) # HashrateMatterspic.twitter.com/aA2723UUeD	jonmatonis	21	17	1490892531	847490817023279104	https://twitter.com/jonmatonis/status/847490817023279104		#	
